0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.30769,0.33333,0.05556,0.11111,0.11111,0.25,0.0,0.0,0.0,0.07317,0.30769,0.0
0.04109,0.85606,0.55556,0.4,0.04418,0.41667,0.0033,0.08829,1e-05,0.24409,1.0,0.0,0.03148,0.33333,0.28571,0.02429,0.02269,0.01679,0.01204,1.0,1.0,0.01231,1.0,0.67382,0.37068,0.66999,0.0356,0.15895,1.0,0.02887,0.07692,0.16667,0.0,0.11111,0.0,0.0,0.0,0.0,0.03333,0.02439,0.0,0.0
0.01609,0.85606,0.55556,0.4,0.03614,0.41667,0.00303,0.07939,2e-05,0.24409,1.0,1e-05,0.07233,0.33333,0.28571,0.01162,0.00833,0.00782,0.00508,1.0,0.39421,0.41099,1.0,0.30793,0.22293,0.23498,0.04398,0.14268,1.0,0.01899,0.30769,0.16667,0.0,0.0,0.0,0.25,0.0,0.0,0.03333,0.02439,0.38462,0.0
0.0,0.75758,0.0,0.6,0.00402,0.0,0.00056,0.0,0.33333,1.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.46154,0.33333,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.02439,0.46154,0.0
0.01256,0.85606,0.55556,0.4,0.03614,0.33333,0.00301,0.08815,2e-05,0.24409,1.0,1e-05,0.1,0.33333,0.28571,0.00906,0.00734,0.00455,0.00377,1.0,0.99206,0.6175,1.0,0.68639,0.54886,0.45469,0.04398,0.199,1.0,0.03449,0.23077,0.16667,0.05556,0.11111,0.11111,0.1875,0.0,0.0,0.13333,0.02439,0.23077,0.0
0.0,0.5,0.0,0.6,0.00402,0.0,0.00056,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.11111,0.11111,0.11111,0.3125,0.0,0.0,0.0,0.04878,0.23077,0.0
0.84134,0.85606,0.55556,0.4,0.07631,0.66667,0.00641,0.16671,0.0,0.24409,1.0,0.0,0.00303,0.66667,0.85714,0.28791,0.29149,0.38784,0.40346,1.0,0.71324,0.40146,1.0,0.1811,0.14608,0.11827,0.04607,0.18773,1.0,0.03784,0.30769,0.16667,0.16667,0.33333,0.33333,0.25,0.0,0.0,0.4,0.07317,0.30769,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.38462,0.33333,0.11111,0.22222,0.22222,0.3125,0.0,0.0,0.0,0.04878,0.38462,0.0
0.04098,0.85606,0.55556,0.4,0.03614,0.41667,0.00306,0.08273,1e-05,0.24409,1.0,0.0,0.02957,0.33333,0.28571,0.02961,0.02233,0.01786,0.01868,1.0,0.35029,0.45446,1.0,0.74628,0.38967,0.7698,0.04503,0.14894,1.0,0.02279,0.15385,0.16667,0.05556,0.0,0.0,0.0625,0.0,0.0,0.03333,0.0,0.07692,0.0
0.00613,0.85606,0.55556,0.4,0.03614,0.33333,0.00299,0.08134,5e-05,0.24409,1.0,2e-05,0.18905,0.33333,0.28571,0.00443,0.00403,0.00222,0.00216,1.0,0.10116,0.38016,1.0,0.24401,0.1427,0.23137,0.04293,0.18273,1.0,0.02766,0.46154,0.16667,0.11111,0.22222,0.11111,0.3125,0.0,0.0,0.13333,0.04878,0.38462,0.0
0.0,0.66667,0.0,0.6,0.00402,0.0,0.00056,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.05556,0.11111,0.11111,0.1875,0.0,0.0,0.0,0.46341,0.23077,0.0
0.02009,0.85606,0.55556,0.4,0.03614,0.33333,0.00311,0.07647,1e-05,0.24409,1.0,1e-05,0.05425,0.33333,0.28571,0.01451,0.01264,0.00842,0.00934,1.0,0.11849,0.51247,1.0,0.74353,0.54379,0.56005,0.04607,0.17272,1.0,0.0196,0.23077,0.16667,0.0,0.0,0.0,0.125,0.0,0.0,0.03333,0.0,0.15385,0.0
0.01059,0.85606,0.55556,0.4,0.03614,0.33333,0.00303,0.0755,3e-05,0.24409,1.0,1e-05,0.10165,0.33333,0.28571,0.00765,0.00621,0.00398,0.00344,1.0,0.59833,0.31429,1.0,0.70403,0.45346,0.61203,0.04398,0.17021,1.0,0.02143,0.0,0.16667,0.94444,0.0,0.0,0.0,0.0,0.0,0.03333,0.02439,0.0,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.23077,0.0
0.0,0.17424,0.0,0.6,0.00402,0.0,0.00048,0.0,0.11111,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534,0.0,0.0,0.0,0.69231,0.33333,0.44444,0.77778,0.77778,0.5625,0.0,0.0,0.0,0.17073,0.69231,0.0
0.0,0.86364,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.15385,0.33333,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.15385,0.0
0.01124,0.85606,0.55556,0.4,0.03614,0.33333,0.00311,0.07647,3e-05,0.24409,1.0,1e-05,0.097,0.33333,0.28571,0.00812,0.00704,0.00402,0.00428,1.0,0.56813,0.89555,1.0,0.3478,0.21671,0.31207,0.04607,0.17272,1.0,0.0196,0.07692,0.16667,0.05556,0.11111,0.0,0.0625,0.0,0.0,0.03333,0.02439,0.07692,0.0
0.0,0.51515,0.0,0.6,0.00402,0.0,0.00056,0.0,0.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.38462,0.33333,0.05556,0.11111,0.11111,0.3125,0.0,0.0,0.0,0.04878,0.38462,0.0
0.21447,0.59091,0.0,0.6,0.16466,0.0,0.00855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03401,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01361,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317,0.0,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.15385,0.33333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.15385,0.0
0.0,0.90909,0.0,0.5,0.00012,0.0,1e-05,0.0,0.1,0.99608,0.0,0.02163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04369,0.0,0.0,0.0,0.25714,0.33333,0.04545,0.0625,0.22222,0.22727,0.0,0.0,0.0,0.04545,0.47368,0.0
