0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.30769,0.33333,0.11111,0.22222,0.22222,0.25,0.0,0.0,0.0,0.04878,0.30769,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.33333,1.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.05556,0.11111,0.11111,0.25,0.0,0.0,0.0,0.09756,0.23077,0.0
0.00844,0.85606,0.55556,0.4,0.03614,0.33333,0.00305,0.08899,3e-05,0.24409,1.0,1e-05,0.15013,0.33333,0.28571,0.0061,0.00536,0.00306,0.00249,1.0,0.31739,0.2095,1.0,0.27747,0.20693,0.20368,0.04503,0.20025,1.0,0.03616,0.23077,0.16667,1.0,0.11111,0.0,0.1875,0.0,0.0,0.03333,0.02439,0.23077,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.61538,0.33333,0.27778,0.44444,0.44444,0.75,0.0,0.0,0.0,0.12195,0.61538,0.0
0.00921,0.85606,0.55556,0.4,0.03614,0.33333,0.00307,0.0755,3e-05,0.24409,1.0,1e-05,0.11691,0.33333,0.28571,0.00665,0.00578,0.00364,0.00313,1.0,0.28287,0.9149,1.0,0.334,0.28812,0.19325,0.04503,0.17021,1.0,0.02021,0.30769,0.16667,0.05556,0.11111,0.11111,0.25,0.0,0.0,0.13333,0.07317,0.30769,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.38462,0.33333,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.12195,0.38462,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.61538,0.33333,0.05556,0.11111,0.11111,0.6875,0.0,0.0,0.0,0.02439,0.61538,0.0
0.0,0.16667,0.0,0.6,0.00402,0.0,0.00056,0.0,0.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.84615,0.33333,0.27778,0.22222,0.22222,1.0,0.0,0.0,0.0,0.12195,0.84615,0.0
0.0,0.27273,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.15385,0.33333,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.04878,0.15385,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.30769,0.33333,0.05556,0.11111,0.11111,0.25,0.0,0.0,0.0,0.07317,0.30769,0.0
0.0,0.86364,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.15385,0.33333,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.15385,0.0
0.0,0.53788,0.0,0.6,0.00402,0.0,0.00056,0.0,0.16667,1.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.61538,0.33333,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.61538,0.0
0.0,0.47727,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.15385,0.33333,0.05556,0.11111,0.11111,0.125,0.0,0.0,0.0,0.07317,0.15385,0.0
0.00813,0.85606,0.55556,0.4,0.03614,0.33333,0.00307,0.08037,3e-05,0.24409,1.0,2e-05,0.14087,0.33333,0.28571,0.00587,0.00492,0.00292,0.00261,1.0,0.09454,0.81399,1.0,0.32763,0.22387,0.26773,0.04503,0.18148,1.0,0.02598,0.38462,0.16667,0.11111,0.22222,0.22222,0.3125,0.0,0.0,0.3,0.04878,0.38462,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.76923,0.33333,0.22222,0.33333,0.33333,0.8125,0.0,0.0,0.0,0.09756,0.76923,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.23077,0.0
0.01124,0.85606,0.55556,0.4,0.03614,0.33333,0.00311,0.07647,3e-05,0.24409,1.0,1e-05,0.097,0.33333,0.28571,0.00812,0.00704,0.00402,0.00428,1.0,0.56813,0.89555,1.0,0.3478,0.21671,0.31207,0.04607,0.17272,1.0,0.0196,0.07692,0.16667,0.05556,0.11111,0.0,0.0625,0.0,0.0,0.03333,0.02439,0.07692,0.0
0.04098,0.85606,0.55556,0.4,0.03614,0.41667,0.00306,0.08273,1e-05,0.24409,1.0,0.0,0.02957,0.33333,0.28571,0.02961,0.02233,0.01786,0.01868,1.0,0.35029,0.45446,1.0,0.74628,0.38967,0.7698,0.04503,0.14894,1.0,0.02279,0.15385,0.16667,0.05556,0.0,0.0,0.0625,0.0,0.0,0.03333,0.0,0.07692,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.69231,0.33333,0.11111,0.22222,0.22222,0.625,0.0,0.0,0.0,0.07317,0.69231,0.0
0.0,0.66667,0.0,0.6,0.00402,0.0,0.00056,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.23077,0.33333,0.05556,0.11111,0.11111,0.1875,0.0,0.0,0.0,0.46341,0.23077,0.0
