self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,
0.58,26,0,0.5,0,0,0,0,,,,,,,,,,
0.58,27,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.58,28,0,0.5,0,0,0,0,,,,,,,,,,
0.58,29,0,0.5,0,0,0,0,,,,,,,,,,
0.58,30,0,0.5,0,0,0,0,,,,,,,,,,
0.58,31,0,0.5,0,0,0,0,,,,,,,,,,
0.58,32,0,0.5,0,0,0,0,,,,,,,,,,
0.58,33,0,0.5,0,0,0,0,,,,,,,,,,
0.58,34,0,0.5,0,0,0,0,,,,,,,,,,
0.58,35,0,0.5,0,0,0,0,,,,,,,,,,
0.58,36,0,0.5,0,0,0,0,,,,,,,,,,
0.58,37,0,0.5,0,0,0,0,,,,,,,,,,
0.58,38,0,0.5,0,0,0,0,,,,,,,,,,
0.58,39,0,0.5,0,0,0,0,,,,,,,,,,
0.58,40,0,0.5,0,0,0,0,,,,,,,,,,
0.58,41,0,0.5,0,0,0,0,,,,,,,,,,
0.58,42,0,0.5,0,0,0,0,,,,,,,,,,
0.58,43,0,0.5,0,0,0,0,,,,,,,,,,
0.58,44,0,0.5,0,0,0,0,,,,,,,,,,
0.58,45,0,0.5,0,0,0,0,,,,,,,,,,
0.58,46,0,0.5,0,0,0,0,,,,,,,,,,
0.58,47,0,0.5,0,0,0,0,,,,,,,,,,
0.58,48,0,0.5,0,0,0,0,,,,,,,,,,
0.58,49,0,0.5,0,0,0,0,,,,,,,,,,
0.58,50,0,0.5,0,0,0,0,,,,,,,,,,
0.58,51,0,0.5,0,0,0,0,,,,,,,,,,
0.58,52,0,0.5,0,0,0,0,,,,,,,,,,
0.58,53,0,0.5,0,0,0,0,,,,,,,,,,
0.58,54,0,0.5,0,0,0,0,,,,,,,,,,
0.58,55,0,0.5,0,0,0,0,,,,,,,,,,
0.58,57,0,0.5,0,0,0,0,,,,,,,,,,
0.58,58,0,0.5,0,0,0,0,,,,,,,,,,
0.58,59,0,0.5,0,0,0,0,,,,,,,,,,
0.58,60,0,0.5,0,0,0,0,,,,,,,,,,
0.58,61,0,0.5,0,0,0,0,,,,,,,,,,
0.58,62,0,0.5,0,0,0,0,,,,,,,,,,
0.58,63,0,0.5,0,0,0,0,,,,,,,,,,
0.58,64,0,0.5,0,0,0,0,,,,,,,,,,
0.58,65,0,0.5,0,0,0,0,,,,,,,,,,
0.58,66,0,0.5,0,0,0,0,,,,,,,,,,
0.58,67,0,0.5,0,0,0,0,,,,,,,,,,
0.58,68,0,0.5,0,0,0,0,,,,,,,,,,
0.58,69,0,0.5,0,0,0,0,,,,,,,,,,
0.58,70,0,0.5,0,0,0,0,,,,,,,,,,
0.58,71,0,0.5,0,0,0,0,,,,,,,,,,
0.58,72,0,0.5,0,0,0,0,,,,,,,,,,
0.58,73,0,0.5,0,0,0,0,,,,,,,,,,
0.58,74,0,0.5,0,0,0,0,,,,,,,,,,
0.58,75,0,0.5,0,0,0,0,,,,,,,,,,
0.58,76,0,0.5,0,0,0,0,,,,,,,,,,
0.58,77,0,0.5,0,0,0,0,,,,,,,,,,
0.58,78,0,0.5,0,0,0,0,,,,,,,,,,
0.58,79,0,0.5,0,0,0,0,,,,,,,,,,
0.58,80,0,0.5,0,0,0,0,,,,,,,,,,
0.58,81,0,0.5,0,0,0,0,,,,,,,,,,
0.58,82,0,0.5,0,0,0,0,,,,,,,,,,
0.58,83,0,0.5,0,0,0,0,,,,,,,,,,
0.58,84,0,0.5,0,0,0,0,,,,,,,,,,
0.58,85,0,0.5,0,0,0,0,,,,,,,,,,
0.58,86,0,0.5,0,0,0,0,,,,,,,,,,
0.58,87,0,0.5,0,0,0,0,,,,,,,,,,
0.58,88,0,0.5,0,0,0,0,,,,,,,,,,
0.58,89,0,0.5,0,0,0,0,,,,,,,,,,
0.58,90,0,0.5,0,0,0,0,,,,,,,,,,
0.58,91,0,0.5,0,0,0,0,,,,,,,,,,
0.58,92,0,0.5,0,0,0,0,,,,,,,,,,
0.58,93,0,0.5,0,0,0,0,,,,,,,,,,
0.58,94,0,0.5,0,0,0,0,,,,,,,,,,
0.58,95,0,0.5,0,0,0,0,,,,,,,,,,
0.58,96,0,0.5,0,0,0,0,,,,,,,,,,
0.58,97,0,0.5,0,0,0,0,,,,,,,,,,
0.58,98,0,0.5,0,0,0,0,,,,,,,,,,
0.58,99,0,0.5,0,0,0,0,,,,,,,,,,
0.58,100,0,0.5,0,0,0,0,,,,,,,,,,
0.59,6,0,0.4996,0,0,0,0.0008,,,,,,,,,,
0.59,8,0,0.5,0,0,0,0,,,,,,,,,,
0.59,9,0,0.5,0,0,0,0,,,,,,,,,,
0.59,10,0,0.5,0,0,0,0,,,,,,,,,,
0.59,11,0,0.5,0,0,0,0,,,,,,,,,,
0.59,12,0,0.5,0,0,0,0,,,,,,,,,,
0.59,13,0,0.5,0,0,0,0,,,,,,,,,,
0.59,14,0,0.5,0,0,0,0,,,,,,,,,,
0.59,15,0,0.5,0,0,0,0,,,,,,,,,,
0.59,16,0,0.5,0,0,0,0,,,,,,,,,,
0.59,17,0,0.5,0,0,0,0,,,,,,,,,,
0.59,18,0,0.5,0,0,0,0,,,,,,,,,,
0.59,19,0,0.5,0,0,0,0,,,,,,,,,,
0.59,20,0,0.5,0,0,0,0,,,,,,,,,,
0.59,21,0,0.5,0,0,0,0,,,,,,,,,,
0.59,22,0,0.5,0,0,0,0,,,,,,,,,,
0.59,23,0,0.5,0,0,0,0,,,,,,,,,,
0.59,24,0,0.5,0,0,0,0,,,,,,,,,,
0.59,25,0,0.5,0,0,0,0,,,,,,,,,,
0.59,26,0,0.5,0,0,0,0,,,,,,,,,,
0.59,27,0,0.5,0,0,0,0,,,,,,,,,,
0.59,28,0,0.5,0,0,0,0,,,,,,,,,,
0.59,29,0.002,0.5,0,0,0,0,,,,,,,,,,
0.59,31,0,0.5,0,0,0,0,,,,,,,,,,
0.59,33,0,0.5,0,0,0,0,,,,,,,,,,
0.59,34,0,0.5,0,0,0,0,,,,,,,,,,
0.59,35,0,0.5,0,0,0,0,,,,,,,,,,
0.59,36,0,0.5,0,0,0,0,,,,,,,,,,
0.59,37,0,0.5,0,0,0,0,,,,,,,,,,
0.59,38,0,0.5,0,0,0,0,,,,,,,,,,
0.59,39,0,0.5,0,0,0,0,,,,,,,,,,
0.59,40,0,0.5,0,0,0,0,,,,,,,,,,
0.59,41,0,0.5,0,0,0,0,,,,,,,,,,
0.59,42,0,0.5,0,0,0,0,,,,,,,,,,
0.59,43,0,0.5,0,0,0,0,,,,,,,,,,
0.59,44,0,0.5,0,0,0,0,,,,,,,,,,
0.59,45,0,0.5,0,0,0,0,,,,,,,,,,
0.59,46,0,0.5,0,0,0,0,,,,,,,,,,
0.59,47,0,0.5,0,0,0,0,,,,,,,,,,
0.59,48,0,0.5,0,0,0,0,,,,,,,,,,
0.59,49,0,0.5,0,0,0,0,,,,,,,,,,
0.59,51,0,0.5,0,0,0,0,,,,,,,,,,
0.59,52,0,0.5,0,0,0,0,,,,,,,,,,
0.59,53,0,0.5,0,0,0,0,,,,,,,,,,
0.59,54,0,0.5,0,0,0,0,,,,,,,,,,
0.59,55,0,0.5,0,0,0,0,,,,,,,,,,
0.59,56,0,0.5,0,0,0,0,,,,,,,,,,
0.59,57,0,0.5,0,0,0,0,,,,,,,,,,
0.59,58,0,0.5,0,0,0,0,,,,,,,,,,
0.59,59,0,0.5,0,0,0,0,,,,,,,,,,
0.59,60,0,0.5,0,0,0,0,,,,,,,,,,
0.59,61,0,0.5,0,0,0,0,,,,,,,,,,
0.59,62,0,0.5,0,0,0,0,,,,,,,,,,
0.59,63,0,0.5,0,0,0,0,,,,,,,,,,
0.59,64,0,0.5,0,0,0,0,,,,,,,,,,
0.59,65,0,0.5,0,0,0,0,,,,,,,,,,
0.59,66,0,0.5,0,0,0,0,,,,,,,,,,
0.59,67,0,0.5,0,0,0,0,,,,,,,,,,
0.59,68,0,0.5,0,0,0,0,,,,,,,,,,
0.59,69,0,0.5,0,0,0,0,,,,,,,,,,
0.59,70,0,0.5,0,0,0,0,,,,,,,,,,
0.59,71,0,0.5,0,0,0,0,,,,,,,,,,
0.59,72,0,0.5,0,0,0,0,,,,,,,,,,
0.59,73,0,0.5,0,0,0,0,,,,,,,,,,
0.59,74,0,0.5,0,0,0,0,,,,,,,,,,
0.59,75,0,0.5,0,0,0,0,,,,,,,,,,
0.59,76,0,0.5,0,0,0,0,,,,,,,,,,
0.59,77,0,0.5,0,0,0,0,,,,,,,,,,
0.59,78,0,0.5,0,0,0,0,,,,,,,,,,
0.59,79,0,0.5,0,0,0,0,,,,,,,,,,
0.59,80,0,0.5,0,0,0,0,,,,,,,,,,
0.59,81,0,0.5,0,0,0,0,,,,,,,,,,
0.59,82,0,0.5,0,0,0,0,,,,,,,,,,
0.59,83,0,0.5,0,0,0,0,,,,,,,,,,
0.59,84,0,0.5,0,0,0,0,,,,,,,,,,
0.59,85,0,0.5,0,0,0,0,,,,,,,,,,
0.59,86,0,0.5,0,0,0,0,,,,,,,,,,
0.59,87,0,0.5,0,0,0,0,,,,,,,,,,
0.59,88,0,0.5,0,0,0,0,,,,,,,,,,
0.59,89,0,0.5,0,0,0,0,,,,,,,,,,
0.59,90,0,0.5,0,0,0,0,,,,,,,,,,
0.59,91,0,0.5,0,0,0,0,,,,,,,,,,
0.59,92,0,0.5,0,0,0,0,,,,,,,,,,
0.59,93,0,0.5,0,0,0,0,,,,,,,,,,
0.59,94,0,0.5,0,0,0,0,,,,,,,,,,
0.59,95,0,0.5,0,0,0,0,,,,,,,,,,
0.59,96,0,0.5,0,0,0,0,,,,,,,,,,
0.59,97,0,0.5,0,0,0,0,,,,,,,,,,
0.59,98,0,0.5,0,0,0,0,,,,,,,,,,
0.59,99,0,0.5,0,0,0,0,,,,,,,,,,
0.59,100,0,0.5,0,0,0,0,,,,,,,,,,
0.6,5,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.6,7,0,0.4998,0,0,0,0.0004,,,,,,,,,,
0.6,8,0,0.5,0,0,0,0,,,,,,,,,,
0.6,10,0,0.5,0,0,0,0,,,,,,,,,,
0.6,11,0,0.5,0,0,0,0,,,,,,,,,,
0.6,13,0,0.5,0,0,0,0,,,,,,,,,,
0.6,14,0,0.5,0,0,0,0,,,,,,,,,,
0.6,15,0,0.5,0,0,0,0,,,,,,,,,,
0.6,16,0,0.5,0,0,0,0,,,,,,,,,,
0.6,18,0,0.5,0,0,0,0,,,,,,,,,,
0.6,19,0,0.5,0,0,0,0,,,,,,,,,,
0.6,21,0,0.5,0,0,0,0,,,,,,,,,,
0.6,22,0,0.5,0,0,0,0,,,,,,,,,,
0.6,23,0,0.5,0,0,0,0,,,,,,,,,,
0.6,24,0,0.5,0,0,0,0,,,,,,,,,,
0.6,25,0,0.5,0,0,0,0,,,,,,,,,,
0.6,26,0,0.5,0,0,0,0,,,,,,,,,,
0.6,27,0,0.5,0,0,0,0,,,,,,,,,,
0.6,28,0,0.5,0,0,0,0,,,,,,,,,,
0.6,29,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.6,30,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.6,31,0,0.5,0,0,0,0,,,,,,,,,,
0.6,32,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.6,33,0,0.5,0,0,0,0,,,,,,,,,,
0.6,34,0,0.5,0,0,0,0,,,,,,,,,,
0.6,35,0,0.5,0,0,0,0,,,,,,,,,,
0.6,36,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.6,38,0,0.5,0,0,0,0,,,,,,,,,,
0.6,39,0,0.5,0,0,0,0,,,,,,,,,,
0.6,40,0,0.5,0,0,0,0,,,,,,,,,,
0.6,41,0,0.5,0,0,0,0,,,,,,,,,,
0.6,42,0,0.5,0,0,0,0,,,,,,,,,,
0.6,43,0,0.5,0,0,0,0,,,,,,,,,,
0.6,44,0,0.5,0,0,0,0,,,,,,,,,,
0.6,45,0,0.5,0,0,0,0,,,,,,,,,,
0.6,46,0,0.5,0,0,0,0,,,,,,,,,,
0.6,47,0,0.5,0,0,0,0,,,,,,,,,,
0.6,48,0,0.5,0,0,0,0,,,,,,,,,,
0.6,49,0,0.5,0,0,0,0,,,,,,,,,,
0.6,50,0,0.5,0,0,0,0,,,,,,,,,,
0.6,51,0,0.5,0,0,0,0,,,,,,,,,,
0.6,52,0,0.5,0,0,0,0,,,,,,,,,,
0.6,53,0,0.5,0,0,0,0,,,,,,,,,,
0.6,54,0,0.5,0,0,0,0,,,,,,,,,,
0.6,55,0,0.5,0,0,0,0,,,,,,,,,,
0.6,56,0,0.5,0,0,0,0,,,,,,,,,,
0.6,57,0,0.5,0,0,0,0,,,,,,,,,,
0.6,58,0,0.5,0,0,0,0,,,,,,,,,,
0.6,59,0,0.5,0,0,0,0,,,,,,,,,,
0.6,60,0,0.5,0,0,0,0,,,,,,,,,,
0.6,61,0,0.5,0,0,0,0,,,,,,,,,,
0.6,62,0,0.5,0,0,0,0,,,,,,,,,,
0.6,63,0,0.5,0,0,0,0,,,,,,,,,,
0.6,64,0,0.5,0,0,0,0,,,,,,,,,,
0.6,65,0,0.5,0,0,0,0,,,,,,,,,,
0.6,66,0,0.5,0,0,0,0,,,,,,,,,,
0.6,67,0,0.5,0,0,0,0,,,,,,,,,,
0.6,68,0,0.5,0,0,0,0,,,,,,,,,,
0.6,69,0,0.5,0,0,0,0,,,,,,,,,,
0.6,70,0,0.5,0,0,0,0,,,,,,,,,,
0.6,71,0,0.5,0,0,0,0,,,,,,,,,,
0.6,72,0,0.5,0,0,0,0,,,,,,,,,,
0.6,73,0,0.5,0,0,0,0,,,,,,,,,,
0.6,74,0,0.5,0,0,0,0,,,,,,,,,,
0.6,75,0,0.5,0,0,0,0,,,,,,,,,,
0.6,76,0,0.5,0,0,0,0,,,,,,,,,,
0.6,77,0,0.5,0,0,0,0,,,,,,,,,,
0.6,78,0,0.5,0,0,0,0,,,,,,,,,,
0.6,79,0,0.5,0,0,0,0,,,,,,,,,,
0.6,80,0,0.5,0,0,0,0,,,,,,,,,,
0.6,81,0,0.5,0,0,0,0,,,,,,,,,,
0.6,82,0,0.5,0,0,0,0,,,,,,,,,,
0.6,83,0,0.5,0,0,0,0,,,,,,,,,,
0.6,84,0,0.5,0,0,0,0,,,,,,,,,,
0.6,85,0,0.5,0,0,0,0,,,,,,,,,,
0.6,86,0,0.5,0,0,0,0,,,,,,,,,,
0.6,87,0,0.5,0,0,0,0,,,,,,,,,,
0.6,88,0,0.5,0,0,0,0,,,,,,,,,,
0.6,89,0,0.5,0,0,0,0,,,,,,,,,,
0.6,90,0,0.5,0,0,0,0,,,,,,,,,,
0.6,91,0,0.5,0,0,0,0,,,,,,,,,,
0.6,92,0,0.5,0,0,0,0,,,,,,,,,,
0.6,93,0,0.5,0,0,0,0,,,,,,,,,,
0.6,94,0,0.5,0,0,0,0,,,,,,,,,,
0.6,95,0,0.5,0,0,0,0,,,,,,,,,,
0.6,96,0,0.5,0,0,0,0,,,,,,,,,,
0.6,97,0,0.5,0,0,0,0,,,,,,,,,,
0.6,98,0,0.5,0,0,0,0,,,,,,,,,,
0.6,99,0,0.5,0,0,0,0,,,,,,,,,,
0.6,100,0,0.5,0,0,0,0,,,,,,,,,,
0.61,6,0,0.5,0,0,0,0,,,,,,,,,,
0.61,7,0,0.5,0,0,0,0,,,,,,,,,,
0.61,8,0,0.5,0,0,0,0,,,,,,,,,,
0.61,10,0,0.5,0,0,0,0,,,,,,,,,,
0.61,11,0,0.5,0,0,0,0,,,,,,,,,,
0.61,12,0,0.5,0,0,0,0,,,,,,,,,,
0.61,13,0,0.4995,0,0,0,0.001,,,,,,,,,,
0.61,14,0,0.5,0,0,0,0,,,,,,,,,,
0.61,15,0,0.5,0,0,0,0,,,,,,,,,,
0.61,16,0,0.5,0,0,0,0,,,,,,,,,,
0.61,17,0,0.5,0,0,0,0,,,,,,,,,,
0.61,18,0,0.5,0,0,0,0,,,,,,,,,,
0.61,19,0,0.5,0,0,0,0,,,,,,,,,,
0.61,20,0,0.5,0,0,0,0,,,,,,,,,,
0.61,21,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.61,22,0,0.5,0,0,0,0,,,,,,,,,,
0.61,23,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.61,24,0,0.5,0,0,0,0,,,,,,,,,,
0.61,25,0,0.5,0,0,0,0,,,,,,,,,,
0.61,26,0,0.5,0,0,0,0,,,,,,,,,,
0.61,27,0,0.5,0,0,0,0,,,,,,,,,,
0.61,28,0,0.4996,0,0,0,0.0008,,,,,,,,,,
0.61,29,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.61,30,0,0.5,0,0,0,0,,,,,,,,,,
0.61,31,0,0.5,0,0,0,0,,,,,,,,,,
0.61,32,0,0.5,0,0,0,0,,,,,,,,,,
0.61,33,0,0.5,0,0,0,0,,,,,,,,,,
0.61,34,0,0.5,0,0,0,0,,,,,,,,,,
0.61,35,0,0.5,0,0,0,0,,,,,,,,,,
0.61,36,0,0.5,0,0,0,0,,,,,,,,,,
0.61,37,0,0.5,0,0,0,0,,,,,,,,,,
0.61,38,0,0.5,0,0,0,0,,,,,,,,,,
0.61,39,0,0.5,0,0,0,0,,,,,,,,,,
0.61,40,0,0.5,0,0,0,0,,,,,,,,,,
0.61,41,0,0.5,0,0,0,0,,,,,,,,,,
0.61,42,0,0.5,0,0,0,0,,,,,,,,,,
0.61,43,0,0.5,0,0,0,0,,,,,,,,,,
0.61,44,0,0.5,0,0,0,0,,,,,,,,,,
0.61,45,0,0.5,0,0,0,0,,,,,,,,,,
0.61,46,0,0.5,0,0,0,0,,,,,,,,,,
0.61,47,0,0.5,0,0,0,0,,,,,,,,,,
0.61,48,0,0.5,0,0,0,0,,,,,,,,,,
0.61,49,0,0.5,0,0,0,0,,,,,,,,,,
0.61,50,0,0.5,0,0,0,0,,,,,,,,,,
0.61,51,0,0.5,0,0,0,0,,,,,,,,,,
0.61,52,0,0.5,0,0,0,0,,,,,,,,,,
0.61,53,0,0.5,0,0,0,0,,,,,,,,,,
0.61,54,0,0.5,0,0,0,0,,,,,,,,,,
0.61,55,0,0.5,0,0,0,0,,,,,,,,,,
0.61,56,0,0.5,0,0,0,0,,,,,,,,,,
0.61,57,0,0.5,0,0,0,0,,,,,,,,,,
0.61,58,0,0.5,0,0,0,0,,,,,,,,,,
0.61,59,0,0.5,0,0,0,0,,,,,,,,,,
0.61,60,0,0.5,0,0,0,0,,,,,,,,,,
0.61,61,0,0.5,0,0,0,0,,,,,,,,,,
0.61,62,0,0.5,0,0,0,0,,,,,,,,,,
0.61,63,0,0.5,0,0,0,0,,,,,,,,,,
0.61,64,0,0.5,0,0,0,0,,,,,,,,,,
0.61,65,0,0.5,0,0,0,0,,,,,,,,,,
0.61,66,0,0.5,0,0,0,0,,,,,,,,,,
0.61,67,0,0.5,0,0,0,0,,,,,,,,,,
0.61,68,0,0.5,0,0,0,0,,,,,,,,,,
0.61,69,0,0.5,0,0,0,0,,,,,,,,,,
0.61,70,0,0.5,0,0,0,0,,,,,,,,,,
0.61,71,0,0.5,0,0,0,0,,,,,,,,,,
0.61,72,0,0.5,0,0,0,0,,,,,,,,,,
0.61,73,0,0.5,0,0,0,0,,,,,,,,,,
0.61,74,0,0.5,0,0,0,0,,,,,,,,,,
0.61,75,0,0.5,0,0,0,0,,,,,,,,,,
0.61,76,0,0.5,0,0,0,0,,,,,,,,,,
0.61,77,0,0.5,0,0,0,0,,,,,,,,,,
0.61,78,0,0.5,0,0,0,0,,,,,,,,,,
0.61,79,0,0.5,0,0,0,0,,,,,,,,,,
0.61,80,0,0.5,0,0,0,0,,,,,,,,,,
0.61,81,0,0.5,0,0,0,0,,,,,,,,,,
0.61,82,0,0.5,0,0,0,0,,,,,,,,,,
0.61,83,0,0.5,0,0,0,0,,,,,,,,,,
0.61,84,0,0.5,0,0,0,0,,,,,,,,,,
0.61,85,0,0.5,0,0,0,0,,,,,,,,,,
0.61,86,0,0.5,0,0,0,0,,,,,,,,,,
0.61,87,0,0.5,0,0,0,0,,,,,,,,,,
0.61,88,0,0.5,0,0,0,0,,,,,,,,,,
0.61,89,0,0.5,0,0,0,0,,,,,,,,,,
0.61,90,0,0.5,0,0,0,0,,,,,,,,,,
0.61,91,0,0.5,0,0,0,0,,,,,,,,,,
0.61,92,0,0.5,0,0,0,0,,,,,,,,,,
0.61,93,0,0.5,0,0,0,0,,,,,,,,,,
0.61,94,0,0.5,0,0,0,0,,,,,,,,,,
0.61,95,0,0.5,0,0,0,0,,,,,,,,,,
0.61,96,0,0.5,0,0,0,0,,,,,,,,,,
0.61,97,0,0.5,0,0,0,0,,,,,,,,,,
0.61,98,0,0.5,0,0,0,0,,,,,,,,,,
0.61,99,0,0.5,0,0,0,0,,,,,,,,,,
0.62,7,0,0.5,0,0,0,0,,,,,,,,,,
0.62,8,0,0.5,0,0,0,0,,,,,,,,,,
0.62,9,0,0.5,0,0,0,0,,,,,,,,,,
0.62,11,0,0.5,0,0,0,0,,,,,,,,,,
0.62,12,0,0.5,0,0,0,0,,,,,,,,,,
0.62,13,0,0.5,0,0,0,0,,,,,,,,,,
0.62,14,0,0.5,0,0,0,0,,,,,,,,,,
0.62,15,0,0.5,0,0,0,0,,,,,,,,,,
0.62,16,0,0.5,0,0,0,0,,,,,,,,,,
0.62,17,0,0.5,0,0,0,0,,,,,,,,,,
0.62,18,0,0.5,0,0,0,0,,,,,,,,,,
0.62,19,0,0.5,0,0,0,0,,,,,,,,,,
0.62,20,0,0.5,0,0,0,0,,,,,,,,,,
0.62,21,0,0.5,0,0,0,0,,,,,,,,,,
0.62,22,0,0.5,0,0,0,0,,,,,,,,,,
0.62,23,0,0.5,0,0,0,0,,,,,,,,,,
0.62,24,0,0.5,0,0,0,0,,,,,,,,,,
0.62,25,0,0.5,0,0,0,0,,,,,,,,,,
0.62,26,0,0.5,0,0,0,0,,,,,,,,,,
0.62,27,0,0.5,0,0,0,0,,,,,,,,,,
0.62,28,0,0.5,0,0,0,0,,,,,,,,,,
0.62,29,0,0.5,0,0,0,0,,,,,,,,,,
0.62,30,0,0.5,0,0,0,0,,,,,,,,,,
0.62,31,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.62,32,0,0.5,0,0,0,0,,,,,,,,,,
0.62,33,0,0.5,0,0,0,0,,,,,,,,,,
0.62,34,0,0.5,0,0,0,0,,,,,,,,,,
0.62,35,0,0.5,0,0,0,0,,,,,,,,,,
0.62,36,0,0.5,0,0,0,0,,,,,,,,,,
0.62,37,0,0.5,0,0,0,0,,,,,,,,,,
0.62,38,0,0.5,0,0,0,0,,,,,,,,,,
0.62,39,0,0.5,0,0,0,0,,,,,,,,,,
0.62,40,0,0.5,0,0,0,0,,,,,,,,,,
0.62,41,0,0.5,0,0,0,0,,,,,,,,,,
0.62,42,0,0.5,0,0,0,0,,,,,,,,,,
0.62,43,0,0.5,0,0,0,0,,,,,,,,,,
0.62,44,0,0.5,0,0,0,0,,,,,,,,,,
0.62,45,0,0.5,0,0,0,0,,,,,,,,,,
0.62,46,0,0.5,0,0,0,0,,,,,,,,,,
0.62,47,0,0.5,0,0,0,0,,,,,,,,,,
0.62,48,0,0.5,0,0,0,0,,,,,,,,,,
0.62,49,0,0.5,0,0,0,0,,,,,,,,,,
0.62,50,0,0.5,0,0,0,0,,,,,,,,,,
0.62,51,0,0.5,0,0,0,0,,,,,,,,,,
0.62,52,0,0.5,0,0,0,0,,,,,,,,,,
0.62,53,0,0.5,0,0,0,0,,,,,,,,,,
0.62,54,0,0.5,0,0,0,0,,,,,,,,,,
0.62,55,0,0.5,0,0,0,0,,,,,,,,,,
0.62,56,0,0.5,0,0,0,0,,,,,,,,,,
0.62,57,0,0.5,0,0,0,0,,,,,,,,,,
0.62,58,0,0.5,0,0,0,0,,,,,,,,,,
0.62,59,0,0.5,0,0,0,0,,,,,,,,,,
0.62,60,0,0.5,0,0,0,0,,,,,,,,,,
0.62,61,0,0.5,0,0,0,0,,,,,,,,,,
0.62,62,0,0.5,0,0,0,0,,,,,,,,,,
0.62,63,0,0.5,0,0,0,0,,,,,,,,,,
0.62,64,0,0.5,0,0,0,0,,,,,,,,,,
0.62,65,0,0.5,0,0,0,0,,,,,,,,,,
0.62,66,0,0.5,0,0,0,0,,,,,,,,,,
0.62,67,0,0.5,0,0,0,0,,,,,,,,,,
0.62,68,0,0.5,0,0,0,0,,,,,,,,,,
0.62,69,0,0.5,0,0,0,0,,,,,,,,,,
0.62,70,0,0.5,0,0,0,0,,,,,,,,,,
0.62,71,0,0.5,0,0,0,0,,,,,,,,,,
0.62,72,0,0.5,0,0,0,0,,,,,,,,,,
0.62,73,0,0.5,0,0,0,0,,,,,,,,,,
0.62,74,0,0.5,0,0,0,0,,,,,,,,,,
0.62,75,0,0.5,0,0,0,0,,,,,,,,,,
0.62,76,0,0.5,0,0,0,0,,,,,,,,,,
0.62,77,0,0.5,0,0,0,0,,,,,,,,,,
0.62,78,0,0.5,0,0,0,0,,,,,,,,,,
0.62,79,0,0.5,0,0,0,0,,,,,,,,,,
0.62,80,0,0.5,0,0,0,0,,,,,,,,,,
0.62,81,0,0.5,0,0,0,0,,,,,,,,,,
0.62,82,0,0.5,0,0,0,0,,,,,,,,,,
0.62,83,0,0.5,0,0,0,0,,,,,,,,,,
0.62,84,0,0.5,0,0,0,0,,,,,,,,,,
0.62,85,0,0.5,0,0,0,0,,,,,,,,,,
0.62,86,0,0.5,0,0,0,0,,,,,,,,,,
0.62,87,0,0.5,0,0,0,0,,,,,,,,,,
0.62,88,0,0.5,0,0,0,0,,,,,,,,,,
0.62,89,0,0.5,0,0,0,0,,,,,,,,,,
0.62,90,0,0.5,0,0,0,0,,,,,,,,,,
0.62,91,0,0.5,0,0,0,0,,,,,,,,,,
0.62,92,0,0.5,0,0,0,0,,,,,,,,,,
0.62,93,0,0.5,0,0,0,0,,,,,,,,,,
0.62,94,0,0.5,0,0,0,0,,,,,,,,,,
0.62,95,0,0.5,0,0,0,0,,,,,,,,,,
0.62,96,0,0.5,0,0,0,0,,,,,,,,,,
0.62,97,0,0.5,0,0,0,0,,,,,,,,,,
0.62,98,0,0.5,0,0,0,0,,,,,,,,,,
0.62,99,0,0.5,0,0,0,0,,,,,,,,,,
0.62,100,0,0.5,0,0,0,0,,,,,,,,,,
0.63,4,0,0.4986,0,0,0,0.0028,,,,,,,,,,
0.63,6,0,0.5,0,0,0,0,,,,,,,,,,
0.63,7,0,0.5,0,0,0,0,,,,,,,,,,
0.63,8,0,0.5,0,0,0,0,,,,,,,,,,
0.63,9,0,0.5,0,0,0,0,,,,,,,,,,
0.63,10,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.63,11,0,0.5,0,0,0,0,,,,,,,,,,
0.63,12,0,0.5,0,0,0,0,,,,,,,,,,
0.63,13,0,0.5,0,0,0,0,,,,,,,,,,
0.63,14,0,0.5,0,0,0,0,,,,,,,,,,
0.63,15,0,0.5,0,0,0,0,,,,,,,,,,
0.63,16,0,0.4999,0,0,0,0.0002,,,,,,,,,,
0.63,19,0,0.5,0,0,0,0,,,,,,,,,,
0.63,20,0,0.5,0,0,0,0,,,,,,,,,,
0.63,21,0,0.5,0,0,0,0,,,,,,,,,,
0.63,22,0,0.5,0,0,0,0,,,,,,,,,,
0.63,23,0,0.5,0,0,0,0,,,,,,,,,,
0.63,24,0,0.5,0,0,0,0,,,,,,,,,,
0.63,25,0,0.5,0,0,0,0,,,,,,,,,,
0.63,26,0,0.5,0,0,0,0,,,,,,,,,,
0.63,27,0,0.5,0,0,0,0,,,,,,,,,,
