0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.59091,0.0,0.6,0.00402,0.0,0.00056,0.0,0.16667,1.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.46154,0.33333,0.11111,0.22222,0.22222,0.375,0.0,0.0,0.0,0.04878,0.46154,0.0
0.0,0.90909,0.0,0.6,0.00402,0.0,0.00056,0.0,0.11111,1.0,0.0,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.38462,0.33333,0.05556,0.11111,0.11111,0.3125,0.0,0.0,0.0,0.43902,0.38462,0.0
0.01426,0.85606,0.55556,0.4,0.03614,0.33333,0.0032,0.08537,2e-05,0.24409,1.0,1e-05,0.08533,0.33333,0.28571,0.0103,0.00891,0.00502,0.00431,1.0,0.51828,0.17296,1.0,0.52831,0.45967,0.30046,0.04817,0.19274,1.0,0.02917,0.23077,0.16667,0.11111,0.22222,0.0,0.1875,0.0,0.0,0.03333,0.04878,0.23077,0.0
0.00813,0.85606,0.55556,0.4,0.03614,0.33333,0.00307,0.08037,3e-05,0.24409,1.0,2e-05,0.14087,0.33333,0.28571,0.00587,0.00492,0.00292,0.00261,1.0,0.09454,0.81399,1.0,0.32763,0.22387,0.26773,0.04503,0.18148,1.0,0.02598,0.38462,0.16667,0.11111,0.22222,0.22222,0.3125,0.0,0.0,0.3,0.04878,0.38462,0.0
0.0,0.64394,0.0,0.6,0.00402,0.0,0.00056,0.0,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.07692,0.33333,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.60976,0.07692,0.0
0.04109,0.85606,0.55556,0.4,0.04418,0.41667,0.0033,0.08829,1e-05,0.24409,1.0,0.0,0.03148,0.33333,0.28571,0.02429,0.02269,0.01679,0.01204,1.0,1.0,0.01231,1.0,0.67382,0.37068,0.66999,0.0356,0.15895,1.0,0.02887,0.07692,0.16667,0.0,0.11111,0.0,0.0,0.0,0.0,0.03333,0.02439,0.0,0.0
0.01124,0.85606,0.55556,0.4,0.03614,0.33333,0.00311,0.07647,3e-05,0.24409,1.0,1e-05,0.097,0.33333,0.28571,0.00812,0.00704,0.00402,0.00428,1.0,0.56813,0.89555,1.0,0.3478,0.21671,0.31207,0.04607,0.17272,1.0,0.0196,0.07692,0.16667,0.05556,0.11111,0.0,0.0625,0.0,0.0,0.03333,0.02439,0.07692,0.0
0.0,0.16667,0.0,0.6,0.00402,0.0,0.00056,0.0,0.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06387,0.0,0.0,0.0,0.84615,0.33333,0.27778,0.22222,0.22222,1.0,0.0,0.0,0.0,0.12195,0.84615,0.0
0.01103,0.85606,0.55556,0.4,0.03614,0.33333,0.00307,0.07425,3e-05,0.24409,1.0,1e-05,0.09596,0.33333,0.28571,0.00797,0.00718,0.00424,0.00448,1.0,0.44593,0.45674,1.0,0.37513,0.27562,0.28088,0.04503,0.16771,1.0,0.02006,0.30769,0.16667,0.05556,0.11111,0.11111,0.25,0.0,0.0,0.13333,0.02439,0.30769,0.0
0.00813,0.85606,0.55556,0.4,0.03614,0.33333,0.00307,0.08037,3e-05,0.24409,1.0,2e-05,0.14087,0.33333,0.28571,0.00587,0.00492,0.00292,0.00261,1.0,0.09454,0.81399,1.0,0.32763,0.22387,0.26773,0.04503,0.18148,1.0,0.02598,0.38462,0.16667,0.11111,0.22222,0.22222,0.3125,0.0,0.0,0.3,0.04878,0.38462,0.0
