0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.00842,0.65455,0.0,0.65,0.00315,0.0,0.00062,0.0,0.17222,0.0,0.0,0.17222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07194,0.0,0.0,0.0,0.47576,0.33333,0.12121,0.24242,0.24242,0.39242,0.0,0.0,0.0,0.05353,0.47576,0.0,0.01111,0.59293
0.0,0.6,0.00505,0.0,0.00059,0.0,0.18182,0.0,0.0,0.18182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06969,0.0,0.0,0.0,0.47778,0.33333,0.125,0.25,0.25,0.375,0.0,0.0,0.0,0.05151,0.47778,0.0,0.01515,0.59191,0.0
0.65,0.00606,0.0,0.00063,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07373,0.0,0.0,0.0,0.48285,0.33333,0.13333,0.26667,0.26667,0.4,0.0,0.0,0.0,0.05757,0.48285,0.0,0.0202,0.58999,0.0,0.6
0.00707,0.0,0.00067,0.0,0.18333,0.0,0.0,0.18333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08181,0.0,0.0,0.0,0.48899,0.33333,0.14141,0.28282,0.28282,0.39282,0.0,0.0,0.0,0.06161,0.48899,0.0,0.02525,0.58888,0.0,0.7,0.00808
0.01642,0.84912,0.56829,0.39878,0.03821,0.42345,0.00351,0.08167,1e-05,0.24692,0.0,2e-05,0.07567,0.34111,0.29185,0.01323,0.00915,0.00851,0.00533,0.0,0.39753,0.41479,0.0,0.31429,0.22657,0.23823,0.04511,0.14839,0.0,0.02111,0.30879,0.17222,0.0,0.0,0.0,0.27,0.0,0.0,0.03567,0.02692,0.39285,0.0
0.01567,0.85234,0.58111,0.40121,0.03938,0.42991,0.00318,0.08311,3e-05,0.24929,0.0,1e-05,0.08109,0.33919,0.29638,0.01239,0.00861,0.00793,0.00522,0.0,0.40119,0.42151,0.0,0.31141,0.22593,0.24211,0.04611,0.15349,0.0,0.01969,0.30925,0.16889,0.0,0.0,0.0,0.26,0.0,0.0,0.03633,0.02839,0.39851,0.0
0.01733,0.84992,0.57245,0.40378,0.03789,0.41711,0.00327,0.08047,4e-05,0.25357,0.0,2e-05,0.07841,0.33651,0.29292,0.01414,0.00939,0.00865,0.00544,0.0,0.39991,0.41801,0.0,0.31351,0.22745,0.24429,0.04739,0.15921,0.0,0.02231,0.31279,0.17511,0.0,0.0,0.0,0.28,0.0,0.0,0.03833,0.03043,0.40501,0.0
0.01489,0.85379,0.58379,0.40593,0.04066,0.43333,0.00339,0.08259,1e-05,0.25429,0.0,1e-05,0.08321,0.33969,0.29559,0.01355,0.00917,0.00797,0.00556,0.0,0.40229,0.42351,0.0,0.31481,0.22947,0.24629,0.04811,0.15693,0.0,0.02049,0.31391,0.17311,0.0,0.0,0.0,0.29,0.0,0.0,0.04067,0.03241,0.41123,0.0
0.12345,0.98765,0.0,0.7,0.00567,0.0,0.00071,0.0,0.15,0.99878,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09121,0.0,0.0,0.0,0.34182,0.33333,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.05992,0.34182,0.0,0.05678,0.81234
0.0,0.4,0.00123,0.0,0.00015,0.0,0.08,0.99567,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08293,0.0,0.0,0.0,0.29514,0.33333,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.07143,0.29514,0.0,0.02134,0.90152,0.0
0.65,0.00345,0.0,0.00063,0.0,0.12,0.99912,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869,0.0,0.0,0.0,0.31818,0.33333,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.06329,0.31818,0.0,0.09256,0.65432,0.0
