0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,0.5,0.69841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27255,0.0098,0.0,0.0,1.0,1.0,0.04,0.08,0.0,1.0,0.01969,0.02,0.07071,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.5,0.90625,0.9,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06693,0.00394,0.06,1.0,0.06,1.0,0.0,0.0,0.89,0.0
0.0,0.5,0.70312,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1378,0.00394,0.03,1.0,0.03,1.0,0.0,0.0,0.86,1.0
0.0,0.5,0.87302,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.03333,1.0,1.0,0.0,0.0,0.26,0.06,0.0,1.0,0.27559,0.28,0.0202,0.01,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.90476,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38824,0.01569,1.0,1.0,0.0,0.0,0.05,0.07,0.0,1.0,0.0315,0.04,0.07071,0.0,0.0,1.0,1.0,0.0,0.0
2e-05,0.5,0.26562,0.9,0.0,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.33,0.0,0.17,1.0,0.0,0.43307,0.0,0.01,0.08,0.01,0.0,0.0,0.0,0.02,0.0
0.0,0.5,0.69841,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26667,0.02745,1.0,1.0,0.0,0.0,0.11,0.07,0.0,1.0,0.01969,0.02,0.08081,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.03175,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57843,0.0451,1.0,1.0,0.0,0.0,0.08,0.05,0.0,1.0,0.09055,0.09,0.05051,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.875,1e-05,4e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.39,0.0,0.05208,0.0
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43529,0.01961,0.0,0.0,1.0,1.0,0.05,0.07,0.0,1.0,0.03937,0.04,0.08081,0.0,0.0,0.0,0.0,1.0,1.0
