0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.01234,0.52345,0.19876,0.12901,0.00123,0.00245,0.00367,0.00489,0.00511,0.00633,0.00755,0.00877,0.00999,0.01121,0.01243,0.01365,0.01487,0.01609,0.01731,0.01853,0.49451,0.02231,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.04852,0.05213,0.07585,0.0,0.0,0.0,0.0,0.0,0.0,0.01567,0.53121
0.21239,0.14138,0.00345,0.00467,0.00589,0.00711,0.00833,0.00955,0.01077,0.01199,0.01321,0.01443,0.01565,0.01687,0.01809,0.01931,0.02053,0.49491,0.02517,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.05295,0.05647,0.08119,0.0,0.0,0.0,0.0,0.0,0.0,0.01901,0.53879,0.22602,0.15365,0.00567
0.00689,0.00811,0.00933,0.01055,0.01177,0.01299,0.01421,0.01543,0.01665,0.01787,0.01909,0.02031,0.02153,0.49431,0.02783,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.05738,0.0619,0.08651,0.0,0.0,0.0,0.0,0.0,0.0,0.02235,0.54641,0.23965,0.16601,0.00789,0.00911,0.01033,0.01155,0.01277
0.01399,0.01521,0.01643,0.01765,0.01887,0.02009,0.02131,0.02253,0.49471,0.03049,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.06281,0.06633,0.09183,0.0,0.0,0.0,0.0,0.0,0.0,0.02569,0.55405,0.25328,0.17837,0.01011,0.01133,0.01255,0.01377,0.01499,0.01621,0.01743,0.01865,0.01987,0.02109
0.01234,0.56789,0.89456,0.5,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.81928,0.6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.84691,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.85938,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.84118,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12589,0.56734,0.17512,0.13525,0.00201,0.00851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.02439,0.03,0.07071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.19235,0.14567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.0,0.02992,0.04,0.08081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23142,0.16589
