0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,0.0,0.21667,0.9,0.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86486,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00787,0.22047,1.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0
0.09091,0.5,0.91667,0.2,0.0,0.00954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09459,0.0,0.12,1.0,0.5,1.0,0.0,0.75,0.11024,0.33465,0.31,0.17,0.03,0.02,0.0,0.0,0.83,0.71
0.0,0.5,0.91667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.01,0.0,0.0,0.0,0.0,0.66,0.32
0.0,0.5,0.71667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33858,0.34,0.01,0.01,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451,0.0,0.05,0.0,0.92,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.96,1.0
0.0,0.5,0.4,0.2,0.0,0.02799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196,0.01351,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.72441,0.22835,0.24,0.03,0.01,0.03,0.01,0.0,0.89,0.95
0.0,0.5,0.91667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14865,1.0,0.33,0.0,0.67,1.0,0.0,0.92,0.35433,0.33465,0.34,0.03,0.01,0.03,1.0,1.0,0.0,0.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80588,0.0,0.15,0.0,0.83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.96,0.0,0.0,0.1,0.0,0.89,1.0
0.0,0.5,0.91667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00588,0.06757,0.0,0.0,1.0,1.0,0.25,1.0,0.83,0.41339,0.33071,0.29,0.05,0.01,0.02,0.02,0.0,0.91,0.67
0.0,0.5,0.71667,0.2,0.0,0.0229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.08108,0.0,0.0,1.0,1.0,0.33,1.0,1.0,0.74016,0.23228,0.24,0.03,0.01,0.03,0.0,0.0,0.88,0.98
0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11417,0.0,0.03,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.66667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97255,0.0,0.0,1.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01,1.0,0.99,0.0
0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31102,0.0,0.01,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.4,0.2,0.0,0.02799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.02703,0.0,0.0,0.67,1.0,0.33,0.67,1.0,0.72835,0.22835,0.24,0.03,0.01,0.03,0.0,0.0,0.9,0.98
0.0,0.0,0.21667,0.9,0.10811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17568,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00394,0.38189,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
0.0,0.5,0.91667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10811,1.0,0.11,0.0,0.44,1.0,0.0,0.56,0.62598,0.33071,0.34,0.02,0.01,0.02,1.0,1.0,0.0,0.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90196,0.0,0.08,0.0,0.92,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0
0.0,0.5,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99804,0.0,0.01,0.0,0.96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.97,1.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86863,0.0,0.05,0.0,0.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0
0.09091,0.5,0.91667,0.2,0.0,0.00954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108,0.0,0.0,1.0,0.57,1.0,0.0,0.57,0.37402,0.33858,0.34,0.05,0.01,0.02,0.0,0.0,0.9,0.7
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87059,0.0,0.09,0.0,0.91,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.97,1.0
0.0,0.5,0.86667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.03937,0.04,0.03,0.0,0.0,0.0,0.0,0.22,1.0
0.0,0.5,0.91667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01351,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.01,0.0,0.0,0.0,0.0,0.65,0.31
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99608,0.0,0.14,0.0,0.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.98,0.0,0.0,0.12,0.0,0.88,1.0
0.0,0.5,0.91667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06757,1.0,0.33,0.0,0.33,1.0,0.0,0.67,0.02362,0.00787,0.43,0.43,0.14,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.21667,0.9,0.24324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19291,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.5,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.51969,0.0,0.01,0.65,0.64,0.0,0.0,0.0,0.65,1.0
0.0,0.5,0.91667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31081,0.0,0.12,1.0,0.83,1.0,0.0,0.92,0.93307,0.05118,0.02,0.03,0.0,0.14,0.0,0.0,0.02,0.43
0.0,0.5,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.57874,0.33465,0.34,0.02,0.01,0.02,1.0,1.0,0.0,0.0
0.0,0.5,0.71667,0.2,0.0,0.0229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.70866,0.22835,0.24,0.03,0.01,0.03,0.0,0.0,0.88,1.0
0.0,0.5,0.86667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.08108,0.0,0.0,1.0,1.0,0.33,1.0,1.0,1.0,0.06299,0.07,0.03,0.0,0.0,0.01,0.0,0.34,1.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99412,0.0,0.07,0.0,0.93,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,0.0,0.87,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.94,0.0,0.0,0.12,0.0,0.88,1.0
0.0,0.5,0.4,0.2,0.0,0.02799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196,0.09459,0.0,0.0,1.0,0.88,0.5,1.0,1.0,0.88583,0.22835,0.23,0.02,0.0,0.03,0.0,0.0,0.89,0.97
0.0,0.5,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18431,0.0,0.02,0.0,0.98,1.0,0.01,0.86,0.0,0.40551,0.0,0.01,0.8,0.91,0.0,0.02,0.0,0.89,1.0
0.0,0.5,0.71667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.25676,0.0,0.05,1.0,0.85,0.33,1.0,1.0,1.0,0.04331,0.05,0.03,0.0,0.0,0.0,0.0,0.16,1.0
0.0,1.0,0.75,0.9,0.01351,0.00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18235,0.0,0.0,0.0,0.0,0.0,0.01,0.63,0.0,1.0,0.0,0.0,0.85,0.51,0.0,0.05,0.0,0.43,0.0
0.18182,0.5,0.91667,0.9,0.32432,0.45483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00588,0.08108,0.0,0.14,0.75,0.29,0.5,0.75,0.71,1.0,0.20472,0.21,0.03,0.0,0.0,0.0,0.0,0.35,0.51
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89608,0.0,0.16,0.0,0.84,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,1.0
0.0,0.5,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0.0,0.14,0.0,0.83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.98,0.0,0.0,0.17,0.0,0.8,1.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8451,0.0,0.04,0.0,0.96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.97,1.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.92,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.87,1.0
0.09091,0.5,0.71667,0.2,0.0,0.0229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196,0.10811,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.15748,0.16,0.02,0.0,0.0,0.0,0.0,0.6,1.0
0.0,0.5,0.71667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17323,0.24803,0.33,0.07,0.02,0.03,1.0,0.23,0.0,0.77
0.0,0.5,0.66667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93333,0.0,0.05,1.0,0.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,1.0,0.95,0.0
0.0,0.5,0.66667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99608,0.0,0.01,0.0,0.96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.97,1.0
0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75197,0.0,0.01,0.99,0.99,0.0,0.99,1.0,0.0,0.0
