0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.12345,0.78912,0.0,0.7,0.00789,0.0,0.00039,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142,0.0,0.0,0.0,0.57143,0.33333,0.13333,0.13333,0.13333,0.83333,0.0,0.0,0.0,0.08696,0.57143,0.0,0.04567,0.87654
0.0,0.5,0.00315,0.0,0.00021,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555,0.0,0.0,0.0,0.57143,0.33333,0.16667,0.16667,0.16667,0.75,0.0,0.0,0.0,0.09182,0.57143,0.0,0.01938,0.92308,0.0,0.7
0.00561,0.0,0.00063,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06731,0.0,0.0,0.0,0.61538,0.33333,0.125,0.125,0.125,0.75,0.0,0.0,0.0,0.09455,0.61538,0.0,0.06892,0.84118,0.0,0.6,0.00398,0.0
0.00041,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.59259,0.33333,0.14286,0.14286,0.14286,0.75,0.0,0.0,0.0,0.10417,0.59259,0.0,0.03514,0.86364,0.0,0.7,0.00642,0.0,0.00071,0.0
0.01234,0.98765,0.0,0.7,0.00567,0.00078,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07391,0.0,0.0,0.0,0.40123,0.33333,0.125,0.25,0.25,0.33333,0.0,0.0,0.0,0.05879,0.40123,0.0,0.01567,0.92308
0.0,0.8,0.00314,0.00099,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06845,0.0,0.0,0.0,0.41905,0.33333,0.16667,0.33333,0.33333,0.41667,0.0,0.0,0.0,0.06364,0.41905,0.0,0.02189,0.94118,0.0,0.9
0.00182,0.00022,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07613,0.0,0.0,0.0,0.43678,0.33333,0.2,0.4,0.4,0.5,0.0,0.0,0.0,0.07193,0.43678,0.0,0.02812,0.95769,0.0,0.8,0.00259,0.00045
0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08159,0.0,0.0,0.0,0.45492,0.33333,0.25,0.5,0.5,0.625,0.0,0.0,0.0,0.08142,0.45492,0.0,0.03435,0.93403,0.0,0.9,0.00336,0.00068,0.0,0.0
0.12345,0.87654,0.56789,0.41234,0.03789,0.34951,0.00321,0.07467,5e-05,0.25109,0.0,5e-05,0.09312,0.34123,0.29182,0.00917,0.00865,0.00531,0.00642,0.0,0.64123,0.12345,0.0,0.37159,0.19345,0.39567,0.04821,0.16789,0.0,0.02159,0.08212,0.17111,0.0,0.0,0.0,0.06576,0.0,0.0,0.03551,0.07593,0.08132,0.0
0.14789,0.85212,0.58321,0.42101,0.04321,0.35789,0.00435,0.08123,2e-05,0.25891,0.0,0.0,0.09651,0.34891,0.30123,0.01031,0.00945,0.00614,0.00782,0.0,0.65321,0.12993,0.0,0.38567,0.20589,0.40891,0.05213,0.17456,0.0,0.02593,0.08876,0.17545,0.0,0.0,0.0,0.07111,0.0,0.0,0.03951,0.07893,0.08512,0.0
0.17234,0.83929,0.59104,0.43377,0.05053,0.36551,0.00549,0.08891,8e-05,0.27209,0.0,0.0,0.10129,0.35259,0.31345,0.01145,0.01083,0.00707,0.00842,0.0,0.66691,0.13642,0.0,0.40219,0.21834,0.42111,0.05625,0.18123,0.0,0.03139,0.09461,0.18289,0.0,0.0,0.0,0.07697,0.0,0.0,0.04309,0.08201,0.09234,0.0
0.19751,0.81646,0.60887,0.44653,0.06397,0.37313,0.00763,0.09469,1e-05,0.28409,0.0,0.0,0.10807,0.35629,0.32567,0.01369,0.01221,0.00841,0.00982,0.0,0.69259,0.14389,0.0,0.41981,0.23179,0.43435,0.06037,0.19491,0.0,0.03729,0.10136,0.19463,0.0,0.0,0.0,0.08228,0.0,0.0,0.05069,0.08509,0.09952,0.0
0.02245,0.69316,0.01111,0.7,0.00803,0.00058,0.00062,0.0,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07093,0.0,0.0,0.0,0.24589,0.33333,0.06111,0.11222,0.11222,0.19111,0.0,0.0,0.0,0.46818,0.23111,0.0,0.01322,0.69922
0.03333,0.65,0.00311,0.00063,0.00061,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07111,0.0,0.0,0.0,0.24911,0.33333,0.05944,0.11556,0.11556,0.19444,0.0,0.0,0.0,0.47111,0.23444,0.0,0.02545,0.68293,0.05556,0.65
0.00512,0.00068,0.00065,0.0,0.31,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07622,0.0,0.0,0.0,0.25278,0.33333,0.06444,0.11889,0.11889,0.19778,0.0,0.0,0.0,0.47556,0.23889,0.0,0.01811,0.69111,0.03333,0.6,0.00215,0.00059
0.00063,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07441,0.0,0.0,0.0,0.25333,0.33333,0.06333,0.11667,0.11667,0.19667,0.0,0.0,0.0,0.47667,0.23933,0.0,0.03089,0.67778,0.06667,0.6,0.00393,0.00071,0.00069,0.0
0.01234,0.85987,0.56789,0.39001,0.03898,0.34012,0.00314,0.08234,4e-05,0.24692,0.0,2e-05,0.14392,0.33756,0.28713,0.00613,0.00503,0.00301,0.00281,0.0,0.09678,0.81915,0.0,0.33089,0.22914,0.26939,0.04612,0.18356,0.0,0.02798,0.39135,0.16892,0.11333,0.22556,0.22556,0.31375,0.0,0.0,0.31,0.05062,0.39135,0.0
0.01545,0.85839,0.57129,0.41001,0.04101,0.34129,0.00328,0.08492,5e-05,0.24948,0.0,3e-05,0.14711,0.33998,0.29239,0.00701,0.00492,0.00351,0.00291,0.0,0.09929,0.82121,0.0,0.33589,0.23341,0.27213,0.04785,0.18598,0.0,0.03114,0.39413,0.17078,0.11667,0.22833,0.22833,0.31625,0.0,0.0,0.32,0.05319,0.39413,0.0
0.01863,0.85992,0.57879,0.42001,0.04398,0.34349,0.00343,0.08747,6e-05,0.25204,0.0,4e-05,0.15031,0.34249,0.29667,0.00812,0.00593,0.00402,0.00301,0.0,0.10294,0.82445,0.0,0.34316,0.23785,0.27559,0.04962,0.18848,0.0,0.03429,0.39692,0.17364,0.11992,0.23111,0.23111,0.31975,0.0,0.0,0.34,0.05646,0.39692,0.0
0.02192,0.86097,0.59029,0.43001,0.04995,0.34671,0.00359,0.09062,7e-05,0.2546,0.0,5e-05,0.15351,0.34599,0.30095,0.00923,0.00694,0.00453,0.00311,0.0,0.10659,0.82789,0.0,0.35642,0.24238,0.28389,0.05139,0.19199,0.0,0.03745,0.39971,0.17648,0.12317,0.23356,0.23356,0.32225,0.0,0.0,0.37,0.06013,0.39971,0.0
0.00123,0.91111,0.0,0.65,0.00504,0.0,0.00061,0.0,0.11579,0.0,0.0,0.11394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06511,0.0,0.0,0.0,0.08333,0.33333,0.05833,0.11765,0.11765,0.06667,0.0,0.0,0.0,0.02778,0.08333,0.0,0.00045,0.91429,0.0
0.7,0.00315,0.0,0.00072,0.0,0.1125,0.0,0.0,0.11538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07037,0.0,0.0,0.0,0.08571,0.33333,0.05955,0.11944,0.11944,0.06944,0.0,0.0,0.0,0.03125,0.09259,0.0,0.00234,0.91765,0.0,0.55,0.00527
0.0,0.00085,0.0,0.10833,0.0,0.0,0.11859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06893,0.0,0.0,0.0,0.09333,0.33333,0.0625,0.125,0.125,0.075,0.0,0.0,0.0,0.03333,0.10079,0.0,0.00078,0.92188,0.0,0.8,0.00291,0.0,0.00098
0.0,0.10667,0.0,0.0,0.12121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07153,0.0,0.0,0.0,0.09615,0.33333,0.06667,0.12857,0.12857,0.08125,0.0,0.0,0.0,0.03611,0.10833,0.0,0.00354,0.91818,0.0,0.65,0.00643,0.0,0.00102,0.0,0.10556
0.01743,0.87432,0.59212,0.5,0.04921,0.35689,0.00454,0.09119,1e-05,0.25892,0.0,3e-05,0.15561,0.36111,0.29412,0.00712,0.00569,0.00319,0.00289,0.0,0.10379,0.82151,0.0,0.35192,0.23671,0.28435,0.05123,0.19348,0.0,0.03193,0.39825,0.18333,0.13333,0.25556,0.26667,0.33333,0.0,0.0,0.4,0.06292,0.40506,0.0
0.01192,0.82179,0.61667,0.6,0.04189,0.38182,0.00339,0.09378,4e-05,0.24121,0.0,4e-05,0.14929,0.36364,0.30029,0.00638,0.00544,0.00281,0.00263,0.0,0.10211,0.81458,0.0,0.33459,0.23529,0.27239,0.04841,0.18739,0.0,0.02917,0.39568,0.17556,0.125,0.24545,0.27778,0.33333,0.0,0.0,0.3,0.05943,0.40194,0.0
0.02112,0.85939,0.63333,0.7,0.05291,0.37182,0.00427,0.09837,2e-05,0.26251,0.0,5e-05,0.15891,0.38333,0.31515,0.00825,0.00621,0.00315,0.00271,0.0,0.10813,0.82207,0.0,0.35718,0.24142,0.29311,0.05351,0.19439,0.0,0.03627,0.40193,0.19333,0.14333,0.25333,0.28333,0.33333,0.0,0.0,0.4,0.07185,0.41181,0.0
0.01573,0.85714,0.66667,0.8,0.04358,0.39182,0.00385,0.10239,3e-05,0.25142,0.0,6e-05,0.16291,0.39444,0.31921,0.00941,0.00693,0.00327,0.00293,0.0,0.10451,0.82563,0.0,0.36412,0.24444,0.30559,0.05611,0.20119,0.0,0.03345,0.40801,0.19556,0.14556,0.25889,0.29333,0.33333,0.0,0.0,0.3,0.06498,0.41909,0.0
0.12741,0.85646,0.65555,0.45,0.04125,0.42927,0.007,0.09321,2e-05,0.25289,0.0,0.01,0.05275,0.35155,0.31579,0.02417,0.01645,0.01494,0.01113,0.0,0.21548,0.31195,0.0,0.65129,0.39263,0.61125,0.04991,0.15938,0.0,0.02395,0.31405,0.17333,0.29239,0.46316,0.46316,0.27,0.01,0.01,0.85198,0.13429,0.40379,0.02
0.04793,0.86512,0.64286,0.42,0.05329,0.45179,0.005,0.09635,3e-05,0.26111,0.0,0.02,0.05625,0.34905,0.29808,0.02162,0.01568,0.01342,0.00933,0.0,0.20879,0.31393,0.0,0.66321,0.39445,0.61538,0.05102,0.16429,0.0,0.02148,0.31823,0.18182,0.29531,0.46737,0.46737,0.28,0.02,0.02,0.84319,0.13769,0.40816,0.03
0.14258,0.85309,0.57143,0.38,0.04379,0.4375,0.008,0.10246,4e-05,0.26431,0.0,0.03,0.05875,0.35511,0.30588,0.02571,0.01733,0.01525,0.01259,0.0,0.21149,0.31703,0.0,0.67029,0.40159,0.62451,0.05315,0.17151,0.0,0.02443,0.31941,0.18519,0.29939,0.47159,0.47159,0.29,0.03,0.03,0.85451,0.14083,0.41563,0.04
0.05827,0.86227,0.625,0.43,0.05644,0.45179,0.007,0.11063,5e-05,0.26853,0.0,0.04,0.0625,0.36159,0.3125,0.02785,0.01871,0.01617,0.01393,0.0,0.21439,0.31893,0.0,0.67439,0.40607,0.63278,0.05627,0.17865,0.0,0.02591,0.32169,0.19182,0.30351,0.47983,0.47983,0.31,0.04,0.04,0.85703,0.14629,0.42492,0.05
0.04321,0.85314,0.0,0.7,0.00389,0.0,0.00071,0.0,0.11429,0.99845,0.0,0.11429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06251,0.0,0.0,0.0,0.31151,0.33333,0.23077,0.45455,0.45455,0.25,0.0,0.0,0.0,0.12727,0.31151,0.0,0.01985,0.89237
0.0,0.5,0.00515,0.0,0.00063,0.0,0.10808,0.99769,0.0,0.10808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06113,0.0,0.0,0.0,0.31636,0.33333,0.23529,0.45555,0.45555,0.25,0.0,0.0,0.0,0.13333,0.31636,0.0,0.03429,0.87451,0.0,0.6
0.00631,0.0,0.00069,0.0,0.11667,0.99546,0.0,0.11667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06439,0.0,0.0,0.0,0.32121,0.33333,0.24242,0.46667,0.46667,0.25,0.0,0.0,0.0,0.14141,0.32121,0.0,0.05063,0.85909,0.0,0.7,0.00744,0.0
0.00082,0.0,0.11909,0.99223,0.0,0.11909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06667,0.0,0.0,0.0,0.33535,0.33333,0.25455,0.47778,0.47778,0.25,0.0,0.0,0.0,0.15909,0.33535,0.0,0.06789,0.84627,0.0,0.5,0.00857,0.0,0.00095,0.0
0.00235,0.92654,0.0,0.65,0.00501,0.00062,0.0,0.0,0.17333,0.0,0.0,0.17333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07089,0.0,0.0,0.0,0.24444,0.33333,0.06667,0.11111,0.11111,0.19444,0.0,0.0,0.0,0.03139,0.24444,0.0,0.0,0.92118
0.0,0.59,0.00385,0.0,0.00059,0.0,0.16222,0.0,0.0,0.16222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06891,0.0,0.0,0.0,0.23738,0.33333,0.05833,0.11111,0.11111,0.18333,0.0,0.0,0.0,0.02778,0.23738,0.0,0.00292,0.91234,0.0,0.61
0.00567,0.0,0.00071,0.0,0.17999,0.0,0.0,0.17999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07495,0.0,0.0,0.0,0.25111,0.33333,0.07111,0.11111,0.11111,0.19889,0.0,0.0,0.0,0.03333,0.25111,0.0,0.0,0.91515,0.0,0.58,0.00392,0.0
0.00063,0.0,0.16889,0.0,0.0,0.16889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07204,0.0,0.0,0.0,0.24667,0.33333,0.06444,0.11111,0.11111,0.19111,0.0,0.0,0.0,0.03111,0.24667,0.0,0.00359,0.91727,0.0,0.63,0.00643,0.0,0.00075,0.0
0.01234,0.87654,0.0,0.7,0.00567,0.0,0.00089,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912,0.0,0.0,0.0,0.16129,0.36,0.05882,0.0,0.0,0.19355,0.0,0.0,0.0,0.0,0.16129,0.0,0.01879,0.89127
0.0,0.65,0.00345,0.0,0.00073,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06793,0.0,0.0,0.0,0.15935,0.35,0.05714,0.0,0.0,0.19512,0.0,0.0,0.0,0.0,0.15935,0.0,0.02523,0.90501,0.0,0.65
